ticket_price,travel_time,day_type,is_holiday,dep_hour,mode_enc,route_enc,pay_enc,class_enc,demand,mode,route_type,payment,travel_class
540,670,1,1,3,1,1,1,1,231,Train,Easiest,UPI,Business
4156,270,1,0,22,0,1,0,1,203,Bus,Easiest,Cash,Business
2881,50,1,0,14,2,1,2,2,224,Airline,Easiest,Card,First Class
7795,632,0,1,12,2,1,1,2,117,Airline,Easiest,UPI,First Class
1701,530,0,0,10,1,1,0,2,141,Train,Easiest,Cash,First Class
3405,538,0,0,9,1,0,1,2,249,Train,Fastest,UPI,First Class
6686,261,0,0,18,1,1,0,2,182,Train,Easiest,Cash,First Class
3536,385,0,1,16,1,1,2,2,200,Train,Easiest,Card,First Class
5233,234,1,1,8,2,1,2,2,290,Airline,Easiest,Card,First Class
8557,221,1,0,21,2,1,1,2,125,Airline,Easiest,UPI,First Class
8828,659,1,0,16,0,1,1,0,119,Bus,Easiest,UPI,Economy
5019,475,1,1,2,2,0,1,1,222,Airline,Fastest,UPI,Business
4802,691,0,1,21,2,0,1,0,221,Airline,Fastest,UPI,Economy
4123,347,1,1,17,1,1,2,0,370,Train,Easiest,Card,Economy
3409,193,1,0,0,1,1,2,2,174,Train,Easiest,Card,First Class
8060,50,0,0,10,2,1,0,1,143,Airline,Easiest,Cash,Business
6054,122,1,0,7,0,0,2,2,241,Bus,Fastest,Card,First Class
8705,287,1,0,7,2,0,1,1,154,Airline,Fastest,UPI,Business
6488,271,1,0,4,0,0,0,1,93,Bus,Fastest,Cash,Business
1016,532,1,0,10,2,1,1,2,205,Airline,Easiest,UPI,First Class
4136,314,0,1,15,2,1,1,0,224,Airline,Easiest,UPI,Economy
670,85,0,1,17,1,1,2,2,321,Train,Easiest,Card,First Class
6045,154,0,1,12,0,1,1,1,234,Bus,Easiest,UPI,Business
3957,334,0,0,14,2,1,2,1,167,Airline,Easiest,Card,Business
655,310,0,1,15,2,1,1,2,219,Airline,Easiest,UPI,First Class
1744,194,1,0,11,1,1,1,2,255,Train,Easiest,UPI,First Class
548,83,0,1,20,0,0,1,0,377,Bus,Fastest,UPI,Economy
1447,143,0,0,16,2,0,2,2,180,Airline,Fastest,Card,First Class
6822,357,1,1,23,0,1,0,2,176,Bus,Easiest,Cash,First Class
4716,233,0,1,11,0,1,1,2,192,Bus,Easiest,UPI,First Class
3777,51,0,0,2,1,0,1,2,140,Train,Fastest,UPI,First Class
7127,644,1,0,2,1,0,2,0,111,Train,Fastest,Card,Economy
331,568,1,1,21,1,0,0,2,301,Train,Fastest,Cash,First Class
4461,324,1,1,4,1,0,2,0,294,Train,Fastest,Card,Economy
4736,223,1,0,13,0,0,1,1,197,Bus,Fastest,UPI,Business
4168,408,1,0,0,1,0,1,2,159,Train,Fastest,UPI,First Class
6613,247,1,1,23,2,1,0,0,244,Airline,Easiest,Cash,Economy
3947,512,1,0,0,1,1,1,1,141,Train,Easiest,UPI,Business
6176,165,0,0,8,0,1,1,1,199,Bus,Easiest,UPI,Business
8790,473,0,1,3,1,0,0,1,117,Train,Fastest,Cash,Business
4703,399,1,1,8,2,1,2,1,288,Airline,Easiest,Card,Business
8149,184,1,0,6,0,0,0,0,171,Bus,Fastest,Cash,Economy
687,511,1,0,22,1,1,0,1,245,Train,Easiest,Cash,Business
9289,526,1,1,3,2,0,0,1,122,Airline,Fastest,Cash,Business
1633,238,1,0,5,2,1,2,2,193,Airline,Easiest,Card,First Class
167,568,0,1,2,0,1,2,0,211,Bus,Easiest,Card,Economy
5484,56,1,0,12,1,0,1,0,265,Train,Fastest,UPI,Economy
7961,494,1,0,10,0,1,1,2,105,Bus,Easiest,UPI,First Class
9425,162,0,0,20,1,1,0,2,186,Train,Easiest,Cash,First Class
6348,124,1,1,5,0,1,0,0,280,Bus,Easiest,Cash,Economy
3511,196,1,1,9,2,0,0,1,315,Airline,Fastest,Cash,Business
5180,647,0,1,21,0,1,2,0,197,Bus,Easiest,Card,Economy
8121,486,1,1,8,2,1,0,1,245,Airline,Easiest,Cash,Business
7212,675,1,0,1,2,1,1,2,27,Airline,Easiest,UPI,First Class
3773,693,0,1,16,2,0,1,1,164,Airline,Fastest,UPI,Business
7925,337,0,0,21,1,0,2,1,131,Train,Fastest,Card,Business
4941,612,0,0,1,2,0,2,1,50,Airline,Fastest,Card,Business
9413,289,1,1,18,0,0,0,2,242,Bus,Fastest,Cash,First Class
7683,213,0,1,1,0,1,2,1,112,Bus,Easiest,Card,Business
7471,668,1,1,5,0,0,0,2,186,Bus,Fastest,Cash,First Class
4348,138,1,0,0,1,0,0,0,183,Train,Fastest,Cash,Economy
6737,646,1,1,19,2,1,2,2,223,Airline,Easiest,Card,First Class
6571,339,0,0,4,0,0,0,0,81,Bus,Fastest,Cash,Economy
539,244,1,0,20,0,1,2,2,278,Bus,Easiest,Card,First Class
3227,118,1,1,4,1,1,0,0,280,Train,Easiest,Cash,Economy
7395,526,1,0,14,2,0,0,1,134,Airline,Fastest,Cash,Business
9429,431,0,1,0,0,1,1,1,82,Bus,Easiest,UPI,Business
9181,327,0,1,12,1,1,0,2,115,Train,Easiest,Cash,First Class
1094,570,0,1,18,1,0,1,2,295,Train,Fastest,UPI,First Class
8206,667,1,1,22,1,0,0,1,197,Train,Fastest,Cash,Business
3249,510,1,1,7,2,0,2,2,285,Airline,Fastest,Card,First Class
7775,164,1,1,13,2,1,1,0,272,Airline,Easiest,UPI,Economy
3494,319,0,1,4,0,0,0,2,125,Bus,Fastest,Cash,First Class
8189,340,0,0,17,0,0,1,1,163,Bus,Fastest,UPI,Business
5949,192,0,0,2,1,1,0,2,80,Train,Easiest,Cash,First Class
8068,294,1,1,1,2,1,0,2,155,Airline,Easiest,Cash,First Class
8544,648,0,0,14,1,0,0,2,29,Train,Fastest,Cash,First Class
1769,605,0,0,5,2,0,0,1,134,Airline,Fastest,Cash,Business
2672,329,1,1,23,0,0,2,1,276,Bus,Fastest,Card,Business
3407,479,1,0,7,1,1,1,2,250,Train,Easiest,UPI,First Class
2905,117,1,1,22,1,1,2,2,293,Train,Easiest,Card,First Class
8777,461,0,0,13,1,1,1,2,103,Train,Easiest,UPI,First Class
6027,60,1,0,0,2,0,0,1,116,Airline,Fastest,Cash,Business
2792,474,0,1,1,2,0,2,0,253,Airline,Fastest,Card,Economy
8616,332,1,1,21,2,1,2,2,171,Airline,Easiest,Card,First Class
4683,570,0,1,14,2,0,2,2,193,Airline,Fastest,Card,First Class
7344,383,1,0,9,0,0,2,1,173,Bus,Fastest,Card,Business
2164,562,1,0,2,2,1,2,1,162,Airline,Easiest,Card,Business
2721,53,0,1,7,1,1,2,0,355,Train,Easiest,Card,Economy
4355,672,1,0,1,2,0,1,1,80,Airline,Fastest,UPI,Business
9478,35,1,1,7,2,0,1,1,268,Airline,Fastest,UPI,Business
9484,173,1,0,3,1,0,1,1,134,Train,Fastest,UPI,Business
1705,180,1,1,2,0,0,1,0,268,Bus,Fastest,UPI,Economy
6150,568,1,1,8,2,1,2,1,265,Airline,Easiest,Card,Business
7310,531,1,0,4,2,0,1,2,23,Airline,Fastest,UPI,First Class
8508,571,0,0,14,1,0,2,0,125,Train,Fastest,Card,Economy
9259,408,0,1,3,0,1,2,1,94,Bus,Easiest,Card,Business
6186,342,1,1,9,1,0,0,0,328,Train,Fastest,Cash,Economy
7010,79,1,1,6,0,1,0,0,249,Bus,Easiest,Cash,Economy
832,457,1,1,18,1,1,1,1,375,Train,Easiest,UPI,Business
2275,171,1,1,21,1,0,2,1,342,Train,Fastest,Card,Business
6811,426,0,1,10,2,0,2,1,191,Airline,Fastest,Card,Business
4644,691,0,0,22,0,1,2,2,103,Bus,Easiest,Card,First Class
3252,663,0,0,15,2,0,0,2,129,Airline,Fastest,Cash,First Class
8813,214,0,1,6,0,1,0,2,121,Bus,Easiest,Cash,First Class
837,533,0,1,13,0,1,0,2,206,Bus,Easiest,Cash,First Class
5299,421,1,0,3,0,0,1,0,158,Bus,Fastest,UPI,Economy
2626,344,1,0,1,2,1,0,0,205,Airline,Easiest,Cash,Economy
1058,335,1,0,10,0,1,1,1,206,Bus,Easiest,UPI,Business
2081,83,0,0,19,2,0,1,2,281,Airline,Fastest,UPI,First Class
8364,424,0,1,1,1,1,2,1,119,Train,Easiest,Card,Business
3929,49,1,0,7,2,0,1,2,266,Airline,Fastest,UPI,First Class
6764,486,0,0,4,1,0,0,2,90,Train,Fastest,Cash,First Class
9195,492,0,0,14,2,1,2,0,74,Airline,Easiest,Card,Economy
108,91,1,1,19,1,1,1,2,411,Train,Easiest,UPI,First Class
4709,76,0,0,9,0,1,2,0,272,Bus,Easiest,Card,Economy
2388,599,1,1,6,2,1,2,1,224,Airline,Easiest,Card,Business
7517,309,0,1,10,0,1,2,1,130,Bus,Easiest,Card,Business
360,166,0,1,0,0,0,1,2,247,Bus,Fastest,UPI,First Class
6535,581,0,0,17,0,1,2,0,161,Bus,Easiest,Card,Economy
5883,415,1,1,5,2,0,0,1,218,Airline,Fastest,Cash,Business
253,256,0,1,21,2,1,0,0,306,Airline,Easiest,Cash,Economy
5067,256,0,1,11,0,1,1,2,190,Bus,Easiest,UPI,First Class
3312,683,1,0,8,2,1,0,2,187,Airline,Easiest,Cash,First Class
3274,609,0,0,18,0,0,0,1,228,Bus,Fastest,Cash,Business
8670,310,0,0,22,2,1,2,2,54,Airline,Easiest,Card,First Class
7537,32,1,0,10,1,1,1,0,204,Train,Easiest,UPI,Economy
6022,559,0,0,1,1,1,2,1,48,Train,Easiest,Card,Business
5281,35,1,0,10,0,0,2,0,245,Bus,Fastest,Card,Economy
1319,285,0,0,10,1,0,2,2,194,Train,Fastest,Card,First Class
1684,58,1,1,0,2,1,1,0,306,Airline,Easiest,UPI,Economy
5683,85,1,0,2,2,1,0,2,123,Airline,Easiest,Cash,First Class
7414,622,0,0,1,0,1,1,2,16,Bus,Easiest,UPI,First Class
7340,86,1,1,2,0,0,2,0,217,Bus,Fastest,Card,Economy
4931,420,1,0,19,1,0,2,2,225,Train,Fastest,Card,First Class
7705,468,0,1,20,2,0,1,2,200,Airline,Fastest,UPI,First Class
5477,631,0,0,3,0,0,2,0,88,Bus,Fastest,Card,Economy
8437,292,1,1,15,2,1,0,0,215,Airline,Easiest,Cash,Economy
2355,75,0,0,9,2,1,2,2,233,Airline,Easiest,Card,First Class
8966,179,0,1,9,2,1,1,1,206,Airline,Easiest,UPI,Business
232,560,0,0,7,2,0,1,1,251,Airline,Fastest,UPI,Business
3397,100,1,0,21,1,1,2,2,228,Train,Easiest,Card,First Class
5525,622,1,1,13,1,0,0,1,256,Train,Fastest,Cash,Business
8225,254,0,0,22,0,1,2,0,91,Bus,Easiest,Card,Economy
4016,522,1,1,6,1,0,0,1,275,Train,Fastest,Cash,Business
9188,147,0,1,14,0,1,0,0,180,Bus,Easiest,Cash,Economy
3362,232,1,0,7,1,0,1,2,272,Train,Fastest,UPI,First Class
2984,298,0,0,21,0,1,2,0,200,Bus,Easiest,Card,Economy
5644,245,1,1,7,1,1,2,0,387,Train,Easiest,Card,Economy
7206,96,0,0,4,0,0,2,1,60,Bus,Fastest,Card,Business
6231,355,1,0,1,2,0,2,1,116,Airline,Fastest,Card,Business
972,674,1,0,16,2,1,0,2,162,Airline,Easiest,Cash,First Class
1433,511,0,0,16,1,1,1,2,156,Train,Easiest,UPI,First Class
6225,568,1,1,15,1,1,2,2,209,Train,Easiest,Card,First Class
699,242,0,0,14,0,1,0,1,177,Bus,Easiest,Cash,Business
2675,413,1,0,4,0,1,1,2,141,Bus,Easiest,UPI,First Class
5860,265,0,1,16,2,1,1,1,185,Airline,Easiest,UPI,Business
8251,354,1,1,0,0,1,0,1,141,Bus,Easiest,Cash,Business
1343,397,0,1,16,2,0,1,0,293,Airline,Fastest,UPI,Economy
727,589,0,1,6,2,1,1,1,249,Airline,Easiest,UPI,Business
4596,225,0,1,0,1,1,1,1,221,Train,Easiest,UPI,Business
294,513,0,1,7,0,0,1,0,331,Bus,Fastest,UPI,Economy
8551,631,1,1,10,0,1,0,1,162,Bus,Easiest,Cash,Business
3533,479,1,0,11,0,0,1,2,144,Bus,Fastest,UPI,First Class
258,541,1,1,7,1,1,2,1,365,Train,Easiest,Card,Business
5009,363,0,0,4,0,1,2,2,33,Bus,Easiest,Card,First Class
6504,420,0,1,2,2,1,0,1,138,Airline,Easiest,Cash,Business
7497,684,1,0,5,0,0,0,2,103,Bus,Fastest,Cash,First Class
8105,57,0,0,2,1,1,0,0,96,Train,Easiest,Cash,Economy
7549,88,1,0,5,1,1,1,0,228,Train,Easiest,UPI,Economy
1914,162,1,1,23,0,1,0,0,330,Bus,Easiest,Cash,Economy
7878,192,1,0,16,2,1,1,0,166,Airline,Easiest,UPI,Economy
221,176,1,0,12,2,0,2,1,294,Airline,Fastest,Card,Business
7639,503,0,0,9,2,1,1,2,105,Airline,Easiest,UPI,First Class
4973,430,0,1,7,0,1,1,1,261,Bus,Easiest,UPI,Business
9416,127,1,0,7,0,1,2,2,159,Bus,Easiest,Card,First Class
4882,98,0,1,13,2,0,1,0,265,Airline,Fastest,UPI,Economy
5441,449,1,0,8,0,0,1,0,225,Bus,Fastest,UPI,Economy
1299,684,1,1,10,2,1,0,1,272,Airline,Easiest,Cash,Business
2336,364,1,1,14,0,0,2,2,268,Bus,Fastest,Card,First Class
4069,478,0,1,8,0,0,0,2,252,Bus,Fastest,Cash,First Class
8859,430,0,0,21,0,1,0,1,71,Bus,Easiest,Cash,Business
5966,212,0,0,21,2,0,1,2,150,Airline,Fastest,UPI,First Class
8666,686,0,1,22,1,1,0,2,122,Train,Easiest,Cash,First Class
176,79,1,0,7,1,0,0,0,367,Train,Fastest,Cash,Economy
338,375,0,0,7,0,0,2,0,280,Bus,Fastest,Card,Economy
821,455,0,1,10,2,0,2,0,302,Airline,Fastest,Card,Economy
7110,153,0,0,3,1,1,0,0,100,Train,Easiest,Cash,Economy
6688,699,1,0,12,0,1,0,0,126,Bus,Easiest,Cash,Economy
6145,74,0,0,13,1,1,0,2,123,Train,Easiest,Cash,First Class
8884,612,0,1,3,2,1,2,2,27,Airline,Easiest,Card,First Class
2277,370,0,1,21,1,0,1,0,319,Train,Fastest,UPI,Economy
7454,421,0,0,7,0,0,1,0,178,Bus,Fastest,UPI,Economy
1400,91,0,1,15,1,0,0,1,264,Train,Fastest,Cash,Business
3448,687,0,0,23,2,1,2,1,135,Airline,Easiest,Card,Business
748,563,1,1,0,0,1,1,0,271,Bus,Easiest,UPI,Economy
3472,582,0,0,21,2,0,2,1,129,Airline,Fastest,Card,Business
199,96,1,0,6,0,0,0,0,285,Bus,Fastest,Cash,Economy
1603,207,0,0,16,0,1,2,1,179,Bus,Easiest,Card,Business
4112,464,0,0,9,1,1,2,0,259,Train,Easiest,Card,Economy
4554,522,0,1,12,1,0,1,1,199,Train,Fastest,UPI,Business
7201,189,1,0,12,1,0,1,2,178,Train,Fastest,UPI,First Class
8901,186,0,1,12,1,1,1,1,166,Train,Easiest,UPI,Business
1278,371,0,1,6,0,0,0,0,294,Bus,Fastest,Cash,Economy
8303,413,1,1,13,1,1,1,1,192,Train,Easiest,UPI,Business
1267,448,0,0,12,2,0,0,1,227,Airline,Fastest,Cash,Business
4282,386,1,1,22,0,1,1,2,233,Bus,Easiest,UPI,First Class
6021,676,0,0,8,2,1,2,0,191,Airline,Easiest,Card,Economy
4266,283,0,0,3,0,1,1,2,49,Bus,Easiest,UPI,First Class
8595,223,1,0,13,1,1,2,2,113,Train,Easiest,Card,First Class
6371,630,1,1,23,0,0,2,2,187,Bus,Fastest,Card,First Class
2438,305,0,1,22,1,0,0,1,244,Train,Fastest,Cash,Business
125,129,0,1,16,1,1,2,1,315,Train,Easiest,Card,Business
2300,232,1,0,16,0,1,2,0,259,Bus,Easiest,Card,Economy
3141,235,0,0,6,1,1,1,2,180,Train,Easiest,UPI,First Class
2821,111,1,0,12,0,1,0,1,211,Bus,Easiest,Cash,Business
586,629,0,1,15,2,0,0,0,262,Airline,Fastest,Cash,Economy
785,129,0,0,12,2,1,1,1,261,Airline,Easiest,UPI,Business
5621,648,1,1,11,2,1,1,0,262,Airline,Easiest,UPI,Economy
6300,655,0,1,10,0,0,1,2,138,Bus,Fastest,UPI,First Class
6683,172,0,0,16,1,0,1,1,133,Train,Fastest,UPI,Business
7885,557,1,0,0,2,1,0,2,23,Airline,Easiest,Cash,First Class
6001,76,1,1,7,2,1,1,2,290,Airline,Easiest,UPI,First Class
7110,517,0,1,9,2,0,2,0,242,Airline,Fastest,Card,Economy
8620,615,0,0,15,0,1,2,2,58,Bus,Easiest,Card,First Class
7411,148,1,0,7,0,0,2,2,197,Bus,Fastest,Card,First Class
1565,138,1,0,5,1,1,1,0,281,Train,Easiest,UPI,Economy
2116,169,1,0,22,1,0,2,2,210,Train,Fastest,Card,First Class
1159,689,1,1,22,2,1,2,2,260,Airline,Easiest,Card,First Class
7259,268,0,1,3,1,0,0,0,126,Train,Fastest,Cash,Economy
5674,636,0,0,18,1,0,1,1,189,Train,Fastest,UPI,Business
1113,634,0,1,13,1,1,2,0,273,Train,Easiest,Card,Economy
8615,646,0,0,12,0,1,1,0,88,Bus,Easiest,UPI,Economy
3686,541,1,0,19,1,0,2,2,231,Train,Fastest,Card,First Class
662,643,1,1,16,2,0,1,2,249,Airline,Fastest,UPI,First Class
3634,536,1,1,1,1,0,2,0,233,Train,Fastest,Card,Economy
3787,83,0,1,23,1,1,2,0,309,Train,Easiest,Card,Economy
5628,462,1,1,12,1,0,2,2,229,Train,Fastest,Card,First Class
4737,319,0,1,3,0,1,2,0,198,Bus,Easiest,Card,Economy
7596,700,0,0,14,2,1,1,0,72,Airline,Easiest,UPI,Economy
3536,253,0,0,11,2,0,2,0,159,Airline,Fastest,Card,Economy
2856,87,0,1,15,0,0,0,2,273,Bus,Fastest,Cash,First Class
5645,637,1,0,20,2,1,0,0,236,Airline,Easiest,Cash,Economy
5059,640,0,1,22,2,0,1,2,182,Airline,Fastest,UPI,First Class
6360,311,1,1,0,0,0,0,0,174,Bus,Fastest,Cash,Economy
8451,260,0,1,8,2,0,2,0,253,Airline,Fastest,Card,Economy
6390,525,1,1,18,0,0,1,0,298,Bus,Fastest,UPI,Economy
8906,219,1,0,12,2,1,0,2,72,Airline,Easiest,Cash,First Class
8930,697,0,0,21,0,0,2,2,43,Bus,Fastest,Card,First Class
5249,155,0,0,18,0,0,0,2,213,Bus,Fastest,Cash,First Class
4306,65,0,0,16,1,1,2,0,172,Train,Easiest,Card,Economy
101,284,1,0,16,1,1,0,2,261,Train,Easiest,Cash,First Class
8135,350,1,0,22,0,0,0,0,158,Bus,Fastest,Cash,Economy
3626,167,0,1,8,0,1,0,2,281,Bus,Easiest,Cash,First Class
4277,296,1,0,12,1,0,1,2,173,Train,Fastest,UPI,First Class
8880,238,0,1,20,2,0,2,1,243,Airline,Fastest,Card,Business
9334,693,0,1,4,1,1,1,0,121,Train,Easiest,UPI,Economy
4525,157,0,1,2,1,0,1,1,201,Train,Fastest,UPI,Business
4576,179,0,1,0,0,1,0,1,194,Bus,Easiest,Cash,Business
2123,209,1,1,3,2,1,2,2,220,Airline,Easiest,Card,First Class
4720,594,1,0,1,0,1,1,0,114,Bus,Easiest,UPI,Economy
8811,594,1,1,18,0,1,0,2,230,Bus,Easiest,Cash,First Class
8514,189,0,0,12,2,1,0,2,64,Airline,Easiest,Cash,First Class
4181,653,1,1,5,1,1,1,2,217,Train,Easiest,UPI,First Class
4799,312,1,0,9,2,0,1,1,250,Airline,Fastest,UPI,Business
1402,108,0,0,5,2,0,0,2,155,Airline,Fastest,Cash,First Class
4783,597,1,0,13,2,0,1,1,102,Airline,Fastest,UPI,Business
8822,157,1,0,19,0,0,2,1,199,Bus,Fastest,Card,Business
8854,383,0,0,19,1,0,2,2,156,Train,Fastest,Card,First Class
6113,166,1,0,13,1,1,0,1,178,Train,Easiest,Cash,Business
1955,376,0,0,9,1,1,1,1,255,Train,Easiest,UPI,Business
9419,433,0,1,20,2,0,1,2,221,Airline,Fastest,UPI,First Class
8099,88,1,0,19,1,1,1,1,251,Train,Easiest,UPI,Business
3150,441,1,0,3,1,1,0,0,187,Train,Easiest,Cash,Economy
8768,556,0,1,3,1,0,0,2,82,Train,Fastest,Cash,First Class
6232,336,1,1,5,2,1,0,1,241,Airline,Easiest,Cash,Business
7298,195,0,1,23,1,0,1,2,198,Train,Fastest,UPI,First Class
759,166,1,1,23,1,0,0,2,330,Train,Fastest,Cash,First Class
3360,520,1,0,13,1,1,2,2,201,Train,Easiest,Card,First Class
6651,543,1,0,3,0,0,0,0,127,Bus,Fastest,Cash,Economy
5738,542,0,0,1,2,1,1,2,41,Airline,Easiest,UPI,First Class
4842,318,1,0,13,0,0,2,2,145,Bus,Fastest,Card,First Class
3161,285,1,0,8,2,0,2,1,276,Airline,Fastest,Card,Business
1788,544,0,0,18,2,0,0,0,279,Airline,Fastest,Cash,Economy
2267,440,0,1,6,0,1,0,2,217,Bus,Easiest,Cash,First Class
6331,447,1,0,7,1,1,1,0,281,Train,Easiest,UPI,Economy
8453,467,0,1,3,1,1,1,1,111,Train,Easiest,UPI,Business
879,216,0,0,1,2,1,0,1,134,Airline,Easiest,Cash,Business
7834,316,0,1,5,1,1,1,1,184,Train,Easiest,UPI,Business
323,595,0,1,11,2,1,2,2,237,Airline,Easiest,Card,First Class
8764,649,1,0,20,1,0,2,1,189,Train,Fastest,Card,Business
2071,72,0,0,22,1,0,0,2,203,Train,Fastest,Cash,First Class
5718,338,1,0,17,2,0,0,0,264,Airline,Fastest,Cash,Economy
4237,603,1,1,14,2,0,1,0,289,Airline,Fastest,UPI,Economy
8010,459,0,0,19,1,0,1,0,205,Train,Fastest,UPI,Economy
3216,437,1,0,5,1,1,2,1,204,Train,Easiest,Card,Business
6667,651,1,0,5,0,0,2,0,150,Bus,Fastest,Card,Economy
8501,496,1,1,7,1,1,2,0,277,Train,Easiest,Card,Economy
2903,259,0,0,9,0,0,1,0,254,Bus,Fastest,UPI,Economy
4179,245,0,0,20,1,1,1,0,297,Train,Easiest,UPI,Economy
9099,300,0,1,19,1,1,0,2,222,Train,Easiest,Cash,First Class
3692,316,0,1,0,2,0,2,2,134,Airline,Fastest,Card,First Class
6358,699,1,0,14,0,1,1,0,120,Bus,Easiest,UPI,Economy
6579,189,1,0,23,2,1,1,0,179,Airline,Easiest,UPI,Economy
7948,125,1,0,14,0,0,0,2,103,Bus,Fastest,Cash,First Class
4721,51,1,0,5,1,0,0,0,249,Train,Fastest,Cash,Economy
1280,466,0,1,20,1,0,2,2,335,Train,Fastest,Card,First Class
293,647,0,1,12,0,0,0,2,245,Bus,Fastest,Cash,First Class
816,165,0,0,8,0,0,0,0,254,Bus,Fastest,Cash,Economy
1492,237,0,1,18,1,0,1,1,346,Train,Fastest,UPI,Business
7946,188,0,0,17,2,1,2,2,178,Airline,Easiest,Card,First Class
1784,587,1,0,16,1,0,0,0,263,Train,Fastest,Cash,Economy
493,262,1,1,4,1,1,0,2,229,Train,Easiest,Cash,First Class
1941,533,0,0,7,0,1,1,0,265,Bus,Easiest,UPI,Economy
5567,151,1,0,1,2,0,0,1,110,Airline,Fastest,Cash,Business
7067,183,1,1,11,0,1,1,2,207,Bus,Easiest,UPI,First Class
6147,301,0,0,4,2,0,1,0,86,Airline,Fastest,UPI,Economy
7938,98,0,1,23,1,0,0,1,220,Train,Fastest,Cash,Business
2189,216,1,1,10,1,1,1,2,321,Train,Easiest,UPI,First Class
5563,171,0,1,13,2,1,2,2,190,Airline,Easiest,Card,First Class
8170,575,0,1,2,2,1,2,2,77,Airline,Easiest,Card,First Class
3693,119,0,1,0,0,0,1,2,150,Bus,Fastest,UPI,First Class
7864,166,0,0,11,1,0,1,1,158,Train,Fastest,UPI,Business
6998,278,0,0,1,2,0,0,2,73,Airline,Fastest,Cash,First Class
2444,416,0,1,11,0,0,2,2,250,Bus,Fastest,Card,First Class
2691,60,0,1,4,0,0,0,0,250,Bus,Fastest,Cash,Economy
9425,456,0,0,15,2,0,2,2,47,Airline,Fastest,Card,First Class
6842,375,1,0,9,0,0,0,2,166,Bus,Fastest,Cash,First Class
626,648,0,0,0,1,1,2,1,101,Train,Easiest,Card,Business
9472,543,1,0,13,0,1,0,2,55,Bus,Easiest,Cash,First Class
6285,158,0,1,19,0,0,1,0,322,Bus,Fastest,UPI,Economy
1364,509,1,1,20,2,1,1,0,330,Airline,Easiest,UPI,Economy
995,410,1,0,8,0,0,0,1,248,Bus,Fastest,Cash,Business
559,275,1,0,17,0,0,0,2,266,Bus,Fastest,Cash,First Class
279,346,0,0,20,0,0,1,0,320,Bus,Fastest,UPI,Economy
9336,525,0,0,10,0,1,0,1,43,Bus,Easiest,Cash,Business
4726,437,0,1,12,2,1,0,2,169,Airline,Easiest,Cash,First Class
8350,133,0,0,18,1,1,2,0,198,Train,Easiest,Card,Economy
4853,195,0,1,2,2,0,2,0,226,Airline,Fastest,Card,Economy
2407,194,1,1,4,1,1,1,2,225,Train,Easiest,UPI,First Class
7159,70,1,0,6,2,0,0,2,137,Airline,Fastest,Cash,First Class
344,176,1,0,15,0,1,1,0,265,Bus,Easiest,UPI,Economy
4943,195,0,1,18,1,1,0,0,332,Train,Easiest,Cash,Economy
4326,514,1,1,20,0,0,2,1,334,Bus,Fastest,Card,Business
748,402,1,1,13,2,0,1,1,284,Airline,Fastest,UPI,Business
5238,412,0,1,16,1,1,2,0,234,Train,Easiest,Card,Economy
1034,280,0,0,3,1,1,0,2,132,Train,Easiest,Cash,First Class
6460,503,0,1,14,1,1,0,0,209,Train,Easiest,Cash,Economy
3053,140,1,1,6,1,1,0,1,286,Train,Easiest,Cash,Business
3583,517,0,1,14,0,0,1,0,261,Bus,Fastest,UPI,Economy
3597,357,0,1,1,1,1,1,0,252,Train,Easiest,UPI,Economy
7029,306,1,0,2,0,0,1,1,118,Bus,Fastest,UPI,Business
1438,335,1,1,16,0,1,0,0,343,Bus,Easiest,Cash,Economy
5703,334,0,0,11,1,1,1,2,149,Train,Easiest,UPI,First Class
2732,477,1,1,0,2,0,0,2,185,Airline,Fastest,Cash,First Class
5404,354,0,0,14,0,1,1,0,131,Bus,Easiest,UPI,Economy
6758,299,0,1,4,2,1,2,2,126,Airline,Easiest,Card,First Class
3174,460,0,1,6,1,0,0,2,226,Train,Fastest,Cash,First Class
335,409,1,0,9,1,0,2,1,299,Train,Fastest,Card,Business
6823,390,1,1,16,1,0,0,1,215,Train,Fastest,Cash,Business
7118,412,0,0,17,1,1,1,2,158,Train,Easiest,UPI,First Class
4740,665,0,0,3,0,0,2,1,43,Bus,Fastest,Card,Business
1798,538,0,1,16,2,0,2,1,245,Airline,Fastest,Card,Business
7548,594,1,0,6,1,0,1,1,132,Train,Fastest,UPI,Business
6865,690,1,0,11,0,1,1,2,96,Bus,Easiest,UPI,First Class
6894,277,0,1,1,0,0,0,1,164,Bus,Fastest,Cash,Business
8602,644,1,1,5,2,1,0,2,155,Airline,Easiest,Cash,First Class
6544,82,1,0,20,1,0,1,1,266,Train,Fastest,UPI,Business
8575,192,1,0,3,2,0,2,0,99,Airline,Fastest,Card,Economy
4363,596,0,1,6,0,0,0,1,164,Bus,Fastest,Cash,Business
289,673,0,0,19,2,0,2,1,271,Airline,Fastest,Card,Business
7533,679,1,0,7,2,0,1,0,205,Airline,Fastest,UPI,Economy
8872,281,1,1,21,0,1,0,0,193,Bus,Easiest,Cash,Economy
1794,143,1,0,3,0,1,1,0,194,Bus,Easiest,UPI,Economy
1620,109,1,1,6,1,0,1,0,347,Train,Fastest,UPI,Economy
1350,245,1,1,10,2,1,0,0,334,Airline,Easiest,Cash,Economy
4994,40,0,0,3,1,1,1,2,113,Train,Easiest,UPI,First Class
